id,host_id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,name_tokens,description_tokens,neighborhood_overview_tokens
53406678,138649185,Singapore River,Central Region,1.29126,103.84117,1,6,2.0,3,4,"[""Body soap"", ""Bed linens"", ""Gym"", ""Rice maker"", ""Paid parking on premises"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Oven"", ""Hangers"", ""Toaster"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Freezer"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Shower gel"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Elevator"", ""Outdoor furniture"", ""Dryer"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",430.0,90,1125,90,90,1125,1125,90.0,1125.0,5,0,0,2022-01-11,2023-08-02,4.8,4.8,4.8,5.0,4.8,5.0,4.6,2,0.15,heritage vibes 3br river valley singapore,classic style 3 bedroom space situated within river valley place stay singapore fully furnished apartment amenities touch sophistication great choice especially small families convenience living central area easy connectivity rest city via nearby mrts adds experience shopping malls restaurants business hubs doorstep,apartment situated sought location located central area great connectivity rest city meaning going fro work convenient spoilt choices plenty malls restaurants cafes street food vendors around corner river valley also home various prestigious schools universities perfect expat families students alikebr br apartments 8 minutes stroll mrt 22 minutes drive airport
53408171,138649185,Singapore River,Central Region,1.29521,103.83063,1,6,2.0,3,4,"[""Bed linens"", ""Gym"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Oven"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Smoke alarm"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Dining table"", ""Pool"", ""Pets allowed"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron"", ""Safe""]",950.0,6,1125,6,6,1125,1125,6.0,1125.0,1,0,0,2021-12-19,2021-12-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,0.03,premium redecorated 3br near riverside sg,apartment great place looking stay happening place singapore easily connected important neighborhoods location makes ideal choice work leisure fully furnished amenities required companions aside apartment facilities also free access property offer,situated right next door one shopping mall office tower property merely minutes away restaurants cafes supermarkets shops cinema 10 minutes away central business district orchard road also find complimentary shuttle busesbr br attractions mustafa center marina bay sands singapore flyer close proximity wellbr br apartment less 8 minutes drive nearest mrt 22 minutes drive airport
53465105,68059127,Novena,Central Region,1.318528,103.847511,1,3,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Indoor fireplace"", ""Wine glasses"", ""TV"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Ethernet connection"", ""Smoke alarm"", ""Freezer"", ""Microwave"", ""Clothing storage: wardrobe"", ""Hot water kettle"", ""Shower gel"", ""Dining table"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Housekeeping available 3 days a week"", ""Essentials"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",191.0,6,1125,6,6,1125,1125,6.0,1125.0,18,6,0,2022-06-02,2024-06-20,4.89,4.89,4.94,4.83,5.0,4.83,4.83,2,0.64,novena serviced apartmentpremium one bedroom 1,brand new licensed serviced apartment novena operated kc companybr 78 mins walk novena mrtbr executive one bedroom 1br everything brand newbr units come private bedroom bathroom kitchenbr br 24 hours onsite staff contactless check 6pmbr br free housekeeping provided every tuesday thursday satbr br please register passport nric us check,safe quiet neighbourhood please always keep quiet stay respect neighbours
53465265,68059127,Novena,Central Region,1.318528,103.847511,1,3,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Wine glasses"", ""TV"", ""Hangers"", ""Clothing storage"", ""Drying rack for clothing"", ""Mini fridge"", ""Ethernet connection"", ""Smoke alarm"", ""Freezer"", ""Microwave"", ""Other stove"", ""Hot water kettle"", ""Shower gel"", ""Dining table"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Housekeeping available 3 days a week"", ""Essentials"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Elevator"", ""Dryer"", ""Washer"", ""Hot tub"", ""Kitchen"", ""Iron""]",229.0,6,1125,6,6,1125,1125,6.0,1125.0,2,0,0,2023-01-03,2023-02-05,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2,0.09,novena serviced apartmentexecutive one bedroom 3,brand new licensed serviced apartment novena operated kc companybr 78 mins walk novena mrtbr executive one bedroom 3br everything brand newbr units come private bedroom bathroom kitchenbr br 24 hours onsite staff contactless check 6pmbr br free housekeeping provided every tuesday thursday satbr br please register passport nric us check,safe quiet neighbourhood please always keep quiet stay respect neighbours
53465478,24496358,Novena,Central Region,1.318528,103.847511,1,4,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Indoor fireplace"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Smoke alarm"", ""Microwave"", ""Clothing storage: wardrobe"", ""Hot water kettle"", ""Shower gel"", ""Induction stove"", ""Dining table"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Refrigerator"", ""Private hot tub"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",210.0,6,1125,6,6,1125,1125,6.0,1125.0,19,7,0,2022-02-13,2024-08-05,4.95,4.95,4.89,4.95,4.89,4.84,4.74,2,0.6,serviced apartmentexecutive one bedroom town 3,licensed serviced apartment moulmein studios novena br br ’ operated kc companybr br durain smelly cooking food allowed br br 78 mins walk novena mrtbr executive one bedroom 3br units come private bedroom bathroom kitchen br br 24 hours onsite staff covid br br 3 times housekeeping service per week provided br br please register passport nric us check inbr br ’ looking private house reach availability minimum 92 nights,safe quiet neighbourhood please always keep quiet stay respect neighbours
53483449,37964493,Yishun,North Region,1.412,103.83421,3,2,1.5,1,1,"[""Kayak"", ""Ping pong table"", ""Sound system"", ""Exercise equipment"", ""Shared sauna"", ""Paid parking on premises"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Shared outdoor pool - available all year, open specific hours"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Shared backyard \u2013 Not fully fenced"", ""BBQ grill"", ""Long term stays allowed"", ""Air conditioning"", ""Pool table"", ""Refrigerator"", ""Wifi"", ""Single level home"", ""Shared gym nearby"", ""Ceiling fan"", ""Lock on bedroom door"", ""Free parking on premises"", ""Elevator"", ""Lake access"", ""Washer"", ""Kitchen"", ""Fire pit""]",70.0,92,999,92,92,999,999,92.0,999.0,1,0,0,2022-11-03,2022-11-03,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2,0.04,cosy 1 common bedroom facilities 1,take easy unique tranquil getaway,
53564318,433772616,Bukit Merah,Central Region,1.29304,103.81724,3,1,1.0,1,1,"[""Body soap"", ""Exercise equipment"", ""Dedicated workspace"", ""First aid kit"", ""Outdoor dining area"", ""Pool view"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Central heating"", ""Smoke alarm"", ""BBQ grill"", ""Pool"", ""Air conditioning"", ""Hot water"", ""Pool table"", ""Essentials"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Lock on bedroom door"", ""Bathtub"", ""Outdoor shower"", ""Washer"", ""Hot tub"", ""Fire pit""]",140.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,lovely bedroom condo pool near redhill mrt,enjoy easy access everything centrally located placebr 5 minutes away redhill mrtbr 10 minutes away orchard mrtbr bus stop directly outside condo,
53577728,156409670,Hougang,North-East Region,1.37688,103.88014,1,6,2.0,3,4,"[""Bed linens"", ""Gym"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Toaster"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Backyard"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Elevator"", ""Outdoor furniture"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron"", ""Safe""]",840.0,6,1125,6,6,1125,1125,6.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,executive style spacious 3br hougang,vast 3 bedroom apartment set peaceful residential area hougang apartment fully furnished perfect stay along amenities enhance stay also well connected various schools hospitals places interest nearest mrt couple minutes drive away easily connected rest singapore,hougang quiet residential neighborhood perfect place settle long stay especially families near schools also couple minutes away mrt close distance mrt excellent road connectivity central makes ideal place business executives also away hustle bustle main city number shopping centres hougang larger ones hougang mall heartland mall smaller shopping centres include kovan centre hougang point hougang green shopping mall
53618034,24496358,Novena,Central Region,1.318524,103.847511,1,3,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Indoor fireplace"", ""Wine glasses"", ""TV"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Smoke alarm"", ""Microwave"", ""Clothing storage: wardrobe"", ""Hot water kettle"", ""Shower gel"", ""Induction stove"", ""Dining table"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",203.0,6,1125,6,6,1125,1125,6.0,1125.0,6,1,0,2022-01-30,2023-10-14,4.83,4.83,4.83,4.83,4.83,4.17,4.5,2,0.19,serviced apartment spacious one bedroom studio 12,approved serviced apartment moulmein studios novena ’ operated kc companybr br durain smelly cooking food allowed br br 8 mins walk novena mrt br units come private bedroom bathroom kitchen room bright spacious high ceiling br br free housekeeping service provided 3 times per week br br please register passport nric us check inbr br ’ looking lower rate private house may reach availability minimum 92 nights,safe quiet neighbourhood please always keep quiet stay respect neighbours
53622188,24496358,Novena,Central Region,1.318524,103.847511,1,3,1.0,1,2,"[""Shampoo"", ""Bed linens"", ""Heating"", ""Indoor fireplace"", ""Wine glasses"", ""TV"", ""Hangers"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Smoke alarm"", ""Microwave"", ""Clothing storage: wardrobe"", ""Hot water kettle"", ""Shower gel"", ""Induction stove"", ""Dining table"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",210.0,6,1125,6,6,1125,1125,6.0,1125.0,3,2,0,2023-04-29,2024-05-20,5.0,5.0,4.67,5.0,5.0,5.0,5.0,2,0.17,serviced apartment spacious one bedroom studio 9,approved serviced apartment moulmein studios novena ’ operated kc companybr br durain smelly cooking food allowed br br 8 mins walk novena mrt br units come private bedroom bathroom kitchen room bright spacious high ceiling br br free housekeeping service provided 3 times per werkbr br please register passport nric us check inbr br ’ looking lower rate private house may reach availability minimum 92 nights,safe quiet neighbourhood please always keep quiet stay respect neighbours
53632741,68059127,Novena,Central Region,1.318524,103.847511,1,3,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Wine glasses"", ""TV"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""Microwave"", ""Hot water kettle"", ""Shower gel"", ""Dining table"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Housekeeping available 3 days a week"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",200.0,6,1125,6,6,1125,1125,6.0,1125.0,2,0,0,2022-03-18,2022-07-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.06,novena serviced apartmentdeluxe one bedroom 12,brand new approved serviced apartment novena operated kc companybr 8 mins walk novena mrtbr deluxe one bedroom 12br spacious bright room high ceiling br everything brand newbr units come private bedroom bathroom kitchenbr br 24 hours onsite staff contactless check 6pmbr br free housekeeping provided every tuesday thursday satbr br must register passport nric us check,safe quiet neighbourhood please always keep quiet stay respect neighbours
53633752,68059127,Novena,Central Region,1.318524,103.847511,1,3,1.0,1,1,"[""Shampoo"", ""Bed linens"", ""Wine glasses"", ""TV"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Smoke alarm"", ""Freezer"", ""Other induction stove"", ""Microwave"", ""Hot water kettle"", ""Shower gel"", ""Dining table"", ""Long term stays allowed"", ""Air conditioning"", ""Housekeeping available 3 days a week"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",204.0,6,1125,4,6,1125,1125,6.0,1125.0,2,0,0,2022-05-01,2023-05-31,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2,0.07,novena serviced apartmentdeluxe one bedroom 9,brand new approved serviced apartment novena operated kc companybr 8 mins walk novena mrtbr deluxe one bedroom 9br spacious bright room high ceiling br everything brand newbr units come private bedroom bathroom kitchenbr br 24 hours onsite staff contactless check 6pmbr br free housekeeping provided every tuesday thursday satbr br must register passport nric us check,safe quiet neighbourhood please always keep quiet stay respect neighbours
53697187,50965838,Novena,Central Region,1.31878,103.84838,1,3,1.0,1,1,"[""Body soap"", ""Shampoo"", ""Bed linens"", ""Private entrance"", ""Coffee"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""Patio or balcony"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Backyard"", ""Drying rack for clothing"", ""Mini fridge"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""Cleaning products"", ""Microwave"", ""Hot water kettle"", ""Free street parking"", ""Host greets you"", ""Shower gel"", ""Conditioner"", ""Dining table"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Refrigerator"", ""Exterior security cameras on property"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Washer"", ""Kitchen"", ""Iron""]",249.0,6,365,6,6,365,365,6.0,365.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,novenaservicedapartment spacious onebedroomstudio,brand new licensed serviced apartment novena operated kc br br 78 mins walk novena mrt bus stops away orchard road br br units come private attached bathroom enclosed kitchen br br free housekeeping laundry ironing services weekdaysbr br please register passport nric us check,downtown location stone ’ throw away shopping malls plenty eateries public transport famous local primary schools
53697444,50965838,Novena,Central Region,1.31829,103.84646,1,2,1.0,1,1,"[""Body soap"", ""Shampoo"", ""Bed linens"", ""Heating"", ""Private entrance"", ""Coffee"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""Patio or balcony"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Backyard"", ""Mini fridge"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""Cleaning products"", ""Microwave"", ""Hot water kettle"", ""Free street parking"", ""Host greets you"", ""Shower gel"", ""Conditioner"", ""Dining table"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Refrigerator"", ""Exterior security cameras on property"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",249.0,6,365,6,6,365,365,6.0,365.0,7,2,0,2022-08-07,2024-03-09,4.86,4.86,5.0,5.0,5.0,4.86,4.71,1,0.27,novenaservicedapartment spacious onebedroomstudio,brand new licensed serviced apartment novena operated kc br br 78 mins walk novena mrt bus stops away orchard road br br units come private attached bathroom enclosed kitchen br br free housekeeping laundry ironing services weekdaysbr br please register passport nric us check,downtown location stone ’ throw away shopping malls plenty eateries public transport famous local primary schools
53745162,138649185,Orchard,Central Region,1.30071,103.8403,1,2,1.0,1,1,"[""Body soap"", ""Shampoo"", ""Bed linens"", ""Gym"", ""Paid parking on premises"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Toaster"", ""Hangers"", ""Smoking allowed"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Backyard"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Freezer"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Shower gel"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Elevator"", ""Outdoor furniture"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron"", ""Safe""]",570.0,6,1125,6,6,1125,1125,6.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,beautiful 1br apartment river valley,block away world famous orchard road spacious 1bedroom apartment located perfect spot singapore residents enjoy one kind inhouse courtyard quality time well furnished individual space offers beautiful view city plaza view comes utmost amenities comfort walk somerset mrt station makes easy access,apartment situated sought location located central area great connectivity rest city meaning going fro work convenient spoilt choices plenty malls restaurants cafes street food vendors around corner river valley also home various prestigious schools universities perfect expat families students alikebr br apartments 3 minutes stroll mrt 22 minutes drive airport
53819000,138649185,Singapore River,Central Region,1.29109,103.84228,1,4,2.0,2,3,"[""Sound system"", ""Bed linens"", ""Gym"", ""Rice maker"", ""Paid parking on premises"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Oven"", ""Hangers"", ""Toaster"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Crib - available upon request"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""High chair - available upon request"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Sun loungers"", ""Wifi"", ""Bathtub"", ""Elevator"", ""Outdoor furniture"", ""Dryer"", ""Shared backyard"", ""Washer"", ""Kitchen"", ""Fireplace guards"", ""Iron"", ""Safe""]",463.0,6,1125,1,6,1125,1125,6.0,1125.0,18,12,0,2022-02-03,2024-08-13,4.83,4.89,4.83,4.72,4.72,5.0,4.61,2,0.56,superior 2br clarke quay 3 mins stroll mrt,bestseller recently renovated 2bedroom apartment located near famous clarke quay area convenient distance fort canning mrt spacious fullyfurnished space capacity taking 3guests hotelstyle facilities enjoy facilities like gym pool inbuilding supermarket enjoy,located within walking distance famous entertainment district clarke quay orchard shopping district minutes ’ drive buona vista onenorth tanglin various embassies locatedbr br apartment also located near major hospitals like mount elizabeth gleneagles singapore general hospitalbr br nearest mrt station fort canning 200m away nearby mrt stations clarke quay somerset dhoby ghuat mrt stationsbr br several bus services available driving cbd district orchard shopping district take 5 10 minutesbr br find supermarkets eating options cold storage inside building
53853183,138649185,River Valley,Central Region,1.29167,103.83946,1,2,2.0,2,3,"[""Body soap"", ""Shampoo"", ""Bed linens"", ""Gym"", ""Rice maker"", ""Building staff"", ""Paid parking on premises"", ""Wine glasses"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Oven"", ""Hangers"", ""Toaster"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Freezer"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Shower gel"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Elevator"", ""Outdoor furniture"", ""Dryer"", ""Washer"", ""Kitchen"", ""Crib"", ""Iron"", ""Safe""]",349.0,6,1125,6,6,1125,1125,6.0,1125.0,1,1,0,2024-02-13,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.13,heritage vibes 2br river valley singapore,classic style 2 bedroom space situated within river valley place stay singapore fully furnished apartment amenities touch sophistication great choice especially small families convenience living central area easy connectivity rest city via nearby mrts adds experience shopping malls restaurants business hubs doorstep,apartment situated sought location located central area great connectivity rest city meaning going fro work convenient spoilt choices plenty malls restaurants cafes street food vendors around corner river valley also home various prestigious schools universities perfect expat families students alikebr br apartments 8 minutes stroll mrt 22 minutes drive airport
53855956,138649185,Orchard,Central Region,1.30044,103.84009,1,2,1.0,1,1,"[""Bed linens"", ""Gym"", ""Rice maker"", ""Paid parking on premises"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Toaster"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Freezer"", ""Sauna"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron"", ""Safe""]",450.0,6,1125,6,6,1125,1125,6.0,1125.0,2,0,0,2022-04-16,2022-12-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0.07,1 br home away home orchard road,amazing 1 bedroom apartment conveniently located singapore ’ bustling orchard road relax unwind spacious fullyfurnished unit br br staying lovely property ca access facilities like gym sauna rooftop swimming pool,vicinity apartment surrounded exciting mix shopping malls office spaces restaurants eateries bars various lifestyle entertainment offerings ideal choice away home coupled singapore ’ balmy weather orchard road ’ treelined avenue also makes great morning run nice evening stroll
53883858,156409670,Kallang,Central Region,1.29896,103.88392,1,2,1.0,0,2,"[""Bed linens"", ""Gym"", ""Heating"", ""Private entrance"", ""Laundromat nearby"", ""Dedicated workspace"", ""First aid kit"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Backyard"", ""Microwave"", ""TV with standard cable"", ""Long term stays allowed"", ""Pool"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",175.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,425 sq ft studio apartment fort road,short commute airport studio apartment ideal stay singapore leisure business stays east apartment easy accessible located convenient location situated near singapore famous tourist attractions like east coast park singapore sports hub central business district well shopping centers take stroll mall shop loved ones,apartment situated east part singaporebr br property easily accessible public transportation short distance airport well country ’ popular tourist attractions like east coast park singapore sports hub shopping centres vivocity parkway parade katong 112 central business district
53884012,156409670,Marine Parade,Central Region,1.30017,103.886,1,2,1.0,1,1,"[""Bed linens"", ""Gym"", ""Private entrance"", ""Laundromat nearby"", ""Dedicated workspace"", ""First aid kit"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""TV with standard cable"", ""BBQ grill"", ""Dining table"", ""Pool"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron""]",223.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,one bedroom apt balconystudy area fort road,short commute airport one bedroom apartment study room ideal stay singapore leisure business stays east apartment easy accessible located convenient location situated near singapore famous tourist attractions like east coast pak singapore sports hub central business district well shopping centers take stroll mall shop loved ones,apartment situated east part singapore property easily accessible public transportation short distance airport well country ’ popular tourist attractions like east coast park singapore sports hub shopping centres vivocity parkway parade katong 112 central business district
53905492,434862321,Bukit Merah,Central Region,1.28668,103.83444,3,2,1.0,1,2,"[""TV"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Room-darkening shades"", ""Elevator"", ""Air conditioning"", ""Hot water"", ""Smoke alarm"", ""Essentials"", ""Exterior security cameras on property"", ""Wifi""]",143.0,1,365,1,1,9999,9999,1.0,9999.0,18,3,0,2022-05-04,2023-11-18,3.61,3.5,3.28,4.28,4.0,4.06,3.44,1,0.62,standard twin,,
53910434,156409670,Kallang,Central Region,1.30006,103.85989,1,4,2.0,2,3,"[""Shared pool"", ""Bed linens"", ""Gym"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Oven"", ""Hangers"", ""Clothing storage"", ""Dishes and silverware"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Dining table"", ""Pets allowed"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Hot water"", ""Stove"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Bathtub"", ""Elevator"", ""Dryer"", ""Washer"", ""Kitchen"", ""Iron"", ""Safe""]",950.0,92,1125,92,92,1125,1125,92.0,1125.0,0,0,0,1999-01-01,1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,skyline views beach road high floor 2br,located near kallang singapore beautiful 2bedroom setup offering facilities services families corporates fullyfurnished services inside property unit perfect home next trip singapore nearest mrt 5 minutes walk away makes extra worthy,located near cbd enjoy wide variety local delicacies lau pa sat food market take sights one singapores popular attractions gardens bay two places 10 minutes drive apartmentbr br shopaholic person likes explore neighborhood definitely love bugis street popular locals tourists bugis street market wellknown one cheapest places singapore sourcing souvenirs accessories clothes electronics houseware cosmetics
