host_id,host_since,host_location,host_about_tokens,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,S0286,232,232,0,0
33096269,2015-05-11,Singapore,hi singaporean chinese like travel make friends visitors tourist married lovely wife dionne 2 lovely teenage children lol handful properties generally simple renovated walkup apartment without amenities like pools gym however area clean affordable properties generally walkup apartments thus recommend travelers young kids infants singapore food paradise love eat hesitate introduce good food friends working uber grab drivers would glad offer special rate book us thank look forward receiving guest soon ec,1,100,100,2,Geylang,12,20,"['email', 'phone', 'work_email']",1,1,unknown,10,1,9,0
463308915,2022-06-08,unknown,,2,100,67,2,Novena,3,5,"['email', 'phone']",1,2,Authorised Serviced Apartment,3,3,0,0
463308915,2022-06-08,unknown,,2,100,67,2,Novena,3,5,"['email', 'phone']",1,2,Authorised Serviced Apartment,3,3,0,0
463308915,2022-06-08,unknown,,2,100,67,2,Novena,3,5,"['email', 'phone']",1,2,Authorised Serviced Apartment,3,3,0,0
13468566,2014-03-24,Singapore,andy made personal mission hunt singapore ’ next hawker hero whether breakfast lunch dinner supper find prowling jalans lorongs singapore ’ heartlands selftaught funny man andrew “ knock knock ” door slam shut face secret desire someone write memoir includes every one jokes chronological order,2,94,84,1,Bukit Merah,10,10,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,10,6,4,0
13468566,2014-03-24,Singapore,andy made personal mission hunt singapore ’ next hawker hero whether breakfast lunch dinner supper find prowling jalans lorongs singapore ’ heartlands selftaught funny man andrew “ knock knock ” door slam shut face secret desire someone write memoir includes every one jokes chronological order,2,94,84,1,Bukit Merah,10,10,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,10,6,4,0
178565001,2018-03-15,unknown,hi newbie hosting bought place hubby realised veryvery big 2 persons wish share home people enjoy peace harmony previllege living green hilly estate filled countless healthy beautiful trees birdchipping everywhere love walking around neighbourhood especially huge park 5mins home also great jogging cycling park connector nightwalk around house simply tranquil great meditation walk house house zen wud like invite people r likeminded nice friendly people yes house rules ensure everyone joins us home able enjoy upkeep zen aura home thanks taking time know us hope u r jus like one us wud enjoy zen home,1,100,72,1,Bukit Timah,3,14,['phone'],1,1,unknown,2,0,2,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,S0056,232,232,0,0
465816408,2022-06-24,unknown,,1,100,100,2,Bukit Merah,7,7,"['email', 'phone']",1,1,S0465,4,0,0,4
465816408,2022-06-24,unknown,,1,100,100,2,Bukit Merah,7,7,"['email', 'phone']",1,1,S0465,4,0,0,4
465816408,2022-06-24,unknown,,1,100,100,2,Bukit Merah,7,7,"['email', 'phone']",1,1,S0465,4,0,0,4
337002461,2020-02-18,Singapore,discover heart singapore doorstep rucksack inn home base exploring vibrant singapore 2 outlets singapore rucksack inn temple street 52 temple st singapore 058597 rucksack inn tyrwhitt road 153a tyrwhitt rd singapore 207566 stay connected complimentary wifi throughout hostel enjoy peace mind 247 security experience rucksack inn difference bringbackmore,1,98,99,2,Kallang,18,20,['phone'],1,1,Authorised Serviced Apartment,12,0,3,9
178565001,2018-03-15,unknown,hi newbie hosting bought place hubby realised veryvery big 2 persons wish share home people enjoy peace harmony previllege living green hilly estate filled countless healthy beautiful trees birdchipping everywhere love walking around neighbourhood especially huge park 5mins home also great jogging cycling park connector nightwalk around house simply tranquil great meditation walk house house zen wud like invite people r likeminded nice friendly people yes house rules ensure everyone joins us home able enjoy upkeep zen aura home thanks taking time know us hope u r jus like one us wud enjoy zen home,1,100,72,1,Bukit Timah,3,14,['phone'],1,1,unknown,2,0,2,0
125437217,2017-04-11,Singapore,like food flowers tourism especially nature,2,100,71,2,Choa Chu Kang,2,3,"['email', 'phone']",1,1,Authorised Serviced Apartment,2,0,2,0
218702365,2018-10-04,Hong Kong,hi vividinvest stylish luxury apartments hong kong singapore,2,100,61,2,Central,4,14,"['email', 'phone']",1,1,unknown,2,2,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
129064266,2017-05-06,unknown,,1,100,0,2,Jurong West,1,1,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,0,1,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,S0001,232,232,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,S8948,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,S8948,232,232,0,0
43779222,2015-09-09,Singapore,hi carolyn retired banker 3 grown boys living overseas often travelling happy open house family friends please feel free send questions stay hope enjoy love house much boys,4,0,0,2,Bishan,1,1,"['email', 'phone']",1,1,unknown,1,1,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
12067440,2014-02-09,Singapore,hi name peggy dads tommy father daughter team running hostel singapore love travelling hosting people world stay us drop singapore enjoy interacting people diverse cultures sharing personal experiences travelling tips simply anything sun,1,100,96,2,Kallang,18,25,"['email', 'phone']",1,1,S0251,13,0,13,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
12067440,2014-02-09,Singapore,hi name peggy dads tommy father daughter team running hostel singapore love travelling hosting people world stay us drop singapore enjoy interacting people diverse cultures sharing personal experiences travelling tips simply anything sun,1,100,96,2,Kallang,18,25,"['email', 'phone']",1,1,S0251,13,0,13,0
12067440,2014-02-09,Singapore,hi name peggy dads tommy father daughter team running hostel singapore love travelling hosting people world stay us drop singapore enjoy interacting people diverse cultures sharing personal experiences travelling tips simply anything sun,1,100,96,2,Kallang,18,25,"['email', 'phone']",1,1,S0251,13,0,13,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
61619807,2016-03-05,Singapore,,1,100,100,2,River Valley,34,53,"['email', 'phone']",1,1,Authorised Serviced Apartment,34,31,3,0
3706701,2012-09-29,unknown,,0,0,0,2,Bedok,1,4,"['email', 'phone']",1,1,unknown,1,1,0,0
3706701,2012-09-29,unknown,,0,0,0,2,Bedok,1,4,"['email', 'phone']",1,1,unknown,1,1,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
2407589,2012-05-18,Singapore,singapore clean respectful fun,4,33,50,2,Bukit Panjang,1,2,"['email', 'phone']",1,1,unknown,1,0,1,0
37964493,2015-07-09,Singapore,im currently student ntu studying eee would like meet people travel around ive malaysiajohor bahru melaka genting highland pengang thailanddanok chinabeijing hong kong macau shenyang harbin russia moscow saint petersburg vladimir suzdal nizhny novgorod spend 10 days traveling alone russia 4 weeks summer school saint petersburg learn russia speak little russian hosted guest canada hungary malaysia china india philippine indonesia spain south africa vietnam us netherlands germany cyprus uk watch action movies eg fast furious marvels mission impossible die hard etc enjoy good food healthy chef steak salmon pasta soups porridge fried rice cycling jogging swimming free time,2,90,17,2,Jurong East,6,6,"['email', 'phone', 'work_email']",1,1,unknown,6,1,5,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
474773234,2022-08-13,unknown,river city inn familyowned operated hostel located right heart singapore city within walking distance several attractions located directly opp clarke quay train station 12min walk walking distance singapore river boat quay merlion park esplanade chinatown fort canning park st andrews cathedral old raffles hotel raffles city ann siang hill buddha tooth relic temple sri mariamman temple marina bay sands gardens bay eating places close song fa bak kut teh yakun kaya toast central shopping mall chinatown complex chinatown food street chinatown point shopping mall ntuc local supermarket jumbo crab restaurant lau pat sat bars restaurants along singapore river provide free wifi clean sheets airconditioning lockers lock freeflow water day towel rental laundry service available,1,100,98,2,Singapore River,19,19,"['email', 'phone']",1,1,S0301,19,0,1,18
25668648,2015-01-06,Singapore,100 pure cat lover entrepreneur born bred 100 singaporean speak perfect singlish singlish mix various local languages dialects give language deeper meaning love travelling 5 continents favourite destination china deep appreciation chinese culture appreciate good food quest discover hidden gems,3,100,50,2,Bedok,1,5,"['email', 'phone']",1,1,unknown,1,1,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
468796406,2022-07-11,unknown,certified service apartment located singapore cbd area 25 units total studio two bedroom suite please check profile listing details,1,100,99,2,Outram,25,25,"['email', 'phone']",1,1,Authorised Serviced Apartment,25,25,0,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,Authorised Serviced Apartment,39,13,26,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,unknown,232,232,0,0
29270160,2015-03-13,Singapore,traveller,1,100,0,2,Geylang,2,3,"['email', 'phone']",1,1,unknown,2,0,2,0
109741357,2017-01-03,Singapore,hi really enjoy hosting people around world make every attempt meet personally love interact people different countries cultures endeavour make stay comfortable possible,1,100,100,1,Queenstown,9,11,"['email', 'phone']",1,2,S0523,9,9,0,0
109741357,2017-01-03,Singapore,hi really enjoy hosting people around world make every attempt meet personally love interact people different countries cultures endeavour make stay comfortable possible,1,100,100,1,Queenstown,9,11,"['email', 'phone']",1,2,S0523,9,9,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
109741357,2017-01-03,Singapore,hi really enjoy hosting people around world make every attempt meet personally love interact people different countries cultures endeavour make stay comfortable possible,1,100,100,1,Queenstown,9,11,"['email', 'phone']",1,2,S0523,9,9,0,0
